RCN;Code;Title;ShortTitle;Language
12947;SSH.2010.8-8;Support to the preparation of ERANET / ERANET Plus projects;;en
12948;ENERGY.2010.2.1-1;Further development of very thin wafer based c-Si photovoltaics;;en
12949;ENERGY.2010.2.1-2;Development of novel materials, device structures and fabrication methods suitable for thin film solar cells and TCOs including organic photovoltaics. EU - India Coordinated Call;;en
12950;ENERGY.2010.2.1-3;Development of new concentrator modules and field performance evaluation of Concentrated PV systems - EU-India Coordinated Call;;en
12951;ENERGY.2010.2.3-1;Cross-sectoral approach to the development of very large offshore wind turbines;;en
12952;ENERGY.2010.2.3-2;Support to the coordination of stakeholders’ activities in the field of wind energy;;en
12953;ENERGY.2010.2.5-1;Dry-cooling methods for multi-MW sized concentrated solar power plants;;en
12954;ENERGY.2010.2.5-2;Main CSP components for high-temperature operation;;en
12955;ENERGY.2010.2.5-3;Small scale steam engine powered by Linear Fresnel Reflector (LFR) system- Development of prototype - EU-India Coordinated Call;;en
12956;ENERGY.2010.2.9-1;Demonstration of innovative multi-purpose solar power plant;;en
12957;ENERGY.2010.3.4-1;Biofuels from algae;;en
12958;ENERGY.2010.3.5-1;Liquid or gaseous fuel production using direct biological conversion of solar radiation;;en
12959;ENERGY.2010.4.2-1;Demonstration of a new generation of boilers and stoves;;en
12960;ENERGY.2010 4.5-1;Support to the coordination of stakeholders' activities in Renewables for Heating and Cooling;;en
12961;ENERGY.2010.5.1-1;Demonstration of advanced CO2 capture concepts;;en
12962;ENERGY.2010.5.2-1;CCS - storage site characterisation;;en
12963;ENERGY.2010.5.2-2;Trans-national cooperation and networking in the field of geological storage of CO2;;en
12964;ENERGY.2010.5.2-3;CCS – site abandonment;;en
12965;ENERGY.2010.6.1-1;Efficiency Improvement of Oxygen-based combustion;;en
12966;ENERGY.2010.5&6.1-1;Feasibility and engineering study for development of an integrated solution for a large scale zero emission fossil fuel power plant;;en
12967;ENERGY.2010.5&6.2-1;Extending the value chain for GHG emissions;;en
12968;ENERGY.2010.7.1-1;Large-scale demonstration of smart electricity distribution networks with distributed generation and active customer participation;;en
12969;ENERGY.2010.7.3-1;Energy storage systems for power distribution networks;;en
12970;ENERGY.2010.8.1-1;Valorisation of low temperature heat;;en
12971;EeB-ENERGY.2010.8.1-2;Demonstration of Energy Efficiency through Retrofitting of Buildings;;en
12972;ENERGY.2009.10.1.2;Support to the Swedish Presidency Conference on the European Strategic Energy Technology Plan (SET-Plan);;en
12973;ENERGY.10.1;ERA-NET;;en
12974;Energy.2010.10.1-1;delete;;en
12975;Energy.2010.10.1-2;Vectors of changes in ocean and seas marine life, impact on economic sectors;;en
12976;Energy.2010.10.1-3;delete;;en
12977;ENERGY.10.2;Other Horizontal actions;;en
12978;ENERGY.2010.10.2-1;Future Emerging Technologies for Energy Applications (FET);;en
12979;GC-ENERGY 2010.10.2-2;Materials, technologies and processes for sustainable automotive electrochemical storage applications (joint call NMP, ENERGY, ENVIRONMENT, TRANSPORT);;en
12980;ICT-2009.9.5;"Supplements to Strengthen Cooperation in ICT R&amp;D in an Enlarged Europe";;en
12981;ICT-2010.10;"Contribution of the ICT Theme to Public-Private Partnerships for R&amp;D in the European Economic Recovery Plan";;en
12982;FoF-ICT-2010.10.1;Smart Factories: ICT for agile and environmentally friendly manufacturing;;en
12983;EeB-ICT-2010.10.2;ICT for energy-efficient buildings and spaces of public use;;en
12984;GC-ICT-2010.10.3;ICT for the Fully Electric Vehicle;;en
12992;AAT.2008.1.1.3.;Propulsion;;en
12993;AAT.2008.1.3.2.;Airports;;en
12994;AAT.2008.1.4.1.;Integrated approach to lowering aircraft external noise;;en
12995;AAT.2008.4.1.2.;Aerostructures;;en
12996;AAT.2008.7.0.7.;Supporting the harmonised dissemination of European scientific knowledge from ad-hoc organisations in the field of aeronautics and air transport;;en
12997;AAT.2008.7.0.9.;Supporting the organisation of conferences, workshops and other research related events;;en
12998;ENV.2008.1.3.2.1.;Natural Hazards: Social perception, behaviour and responses to risks;;en
12999;ENV.2008.1.3.3.2.;Preparedness and risk management for flash floods including generation of sediment and associated debris flow;;en
13000;ENV.2008.2.1.2.2.;Clustering River Basins Twinning Initiatives and knowledge transfer;;en
13001;ENV.2008.2.1.4.4.;Scale dependency of sustainable use of biodiversity;;en
13002;ENV.2008.2.1.6.1.;Development of adaptive forest management models;;en
13003;ENV.2008.3.1.1.1.;Rehabilitation technologies for degraded water systems presenting quantity and quality problems ;;en
13004;ENV.2008.4.1.2.1.;Monitoring and observing oxygen depletion throughout the different Earth system components;;en
13005;ENV.2008.4.2.2.1.;Engaging civil society in research on Sustainable Development indicators;;en
13006;ENV.2008.4.2.3.1.;Rethinking globalisation in the light of sustainable development;;en
13007;ENV.2008.5.1.0.1.;Development of a methodology to exploit the results and enhance impacts of EU environment research activities;;en
13008;Fission-2008-3.3.1;Optimal approaches for monitoring;;en
13009;HEALTH-2007-2.3.2-11;Support platform for the development of PRD vaccines;;en
13010;HEALTH-2007-2.3.3-9;Strengthening research on prediction, identification, modelling and surveillance of newly emerging infectious diseases in humans;;en
13011;HEALTH-2007-2.4.5-10;Understanding and combating age-related muscle weakness;;en
13012;KBBE-2008-1-2-02;New and converging technologies for Precision Livestock Farming in European animal production systems;;en
13013;KBBE-2008-1-4-01;Development of new diagnostic methods in support of Plant Health policy;;en
13014;KBBE-2008-3-2-07;Industrially relevant products and processes from marine biotechnology;;en
13015;NMP-2008-1.1-1;Converging sciences and technologies (nano, bio, info and/or cogni);;en
13016;NMP-2008-1.1-3;Examining capacity building in nano-bio-technology;;en
13017;NMP-2008-1.2-2;Nanotechnologies for water treatment;;en
13018;NMP-2008-2.1-1;Nanostructured membrane materials;;en
13019;NMP-2008-2.2-2;Nanostructured meta-materials;;en
13020;NMP-2008-2.6-2;Computational Material Science - Coordinated Call with India;;en
13021;NMP-2008-3.2-3;Coordination and Support for inter-regional manufacturing communities following IMS strategy update;;en
13022;NMP-2008-3.3-1;Supply chain integration and real-time decision making in non-hierarchical manufacturing networks;;en
13023;NMP-2008-4.0-11;NCP trans-national activities;;en
13024;SiS-2008-1.2.2.1;Promotion of pan-European and international awareness of the ethical aspects of security technologies;;en
13025;SST.2008.4.1.1.;Safety and security by design ;;en
13026;SST.2008.6.0.2.;Stimulation of International Cooperation within Surface Transport Research;;en
13027;SST.2008.6.0.3.;Encouraging step changes / radical technology changes;;en
13032;AAT.2008.1.1.1.;Flight Physics;;en
13033;AAT.2008.4.1.1.;Design Systems and Tools;;en
13034;AAT.2008.4.1.4.;Avionics;;en
13035;AAT.2008.4.2.3.;Propulsion;;en
13036;AAT.2008.4.2.5.;Avionics;;en
13037;AAT.2008.7.0.1;Understanding interactions between air transport, environment and society;;en
13038;AAT.2008.7.0.8.;Raising public awareness of aeronautics and air transport research in Europe;;en
13040;ENV.2008.1.3.3.1.;Prediction of triggering and risk assessment for landslides;;en
13041;ENV.2008.3.1.3.1.;Waste prevention: Industrial networking and zero-waste entrepreneurship;;en
13042;ENV.2008.3.2.2.1.;Framework conditions to enhance most promising prototypes ;;en
13043;Fission-2008-2.1.1;Sustainable integration of European research on severe accident phenomenology and management;;en
13044;HEALTH-2007-2.4.1-14;Studying cancer aetiology in Latin America;;en
13045;HEALTH-2007-3.2-4;Health care human resource planning in nursing;;en
13046;HEALTH-2007-3.3-2;Interventions addressing the gradient of health inequalities;;en
13047;HEALTH-2007-3.4-6;Health Services Research conference;;en
13048;HEALTH-2007-3.5-4;Health care intervention research – improving pre-natal and maternal care;;en
13049;KBBE-2008-1-4-07;"Exploring the pros &amp; cons and the public perception of GM animals";;en
13050;KBBE-2008-1-4-08;Characterisation and valorisation of Andean soil microbial diversity to support sustainable crop production and agro-ecosystems – SICA (Latin America-Andean region) ;;en
13051;KBBE-2008-2-2-01;Optimal human cell function and nutrition;;en
13052;KBBE-2008-2-4-01;Perfluorinated organic compounds in food;;en
13053;KBBE-2008-3-3-01;Upgrading of wood, wood-related residues and humic-origin substances to value-added chemicals and materials: from biological understanding to innovative applications – SICA (Russia) ;;en
13054;NMP-2008-1.2-3;Development of technologies for the controlled combustion of nano-particles;;en
13055;NMP-2008-1.3-2;Impact of engineered nanoparticles on health and the environment;;en
13056;NMP-2008-2.1-2;Processing and upscaling of nanostructured materials ;;en
13057;NMP-2008-2.5-2;Modelling of interfaces for high performance materials design;;en
13058;NMP-2008-2.6-3;Coordinated actions with Materials researchers in major world regions;;en
13059;NMP-2008-3.2-2;Self-learning production systems;;en
13060;NMP-2008-3.5-1;Volume production process chains for high throughput micro-manufacturing;;en
13061;NMP-2008-4.0-1;Development of nanotechnology-based systems for diagnosis and/or therapy for diabetes, muscolo-skeletal or inflammatory diseases (in coordination with Theme HEALTH);;en
13062;NMP-2008-4.0-13;ERA-NET on nanomedicine;;en
13063;NMP-2008-4.0-3;Nano-technology enabled applications for integrated, cost-effective volume production ;;en
13064;NMP-2008-4.0-7;Integration of new technologies and materials for differentiated consumer-centred product capability;;en
13065;SEC-2007-2.1-01;Security of critical infrastructures related to mass transportation (phase 1);;en
13066;SiS-2008-1.1.5.1;Exchanges and co-operation of local actors on scientific culture;;en
13067;SIS-2008-2.2.1.1;Innovative methods in science education;;en
13068;SST.2008.1.1.6.;Emission reduction technologies for diesel locomotives;;en
13069;SST.2008.3.1.1.;New mobility concepts for passengers ensuring accessibility for all;;en
13070;SST.2008.4.1.2.;Human components;;en
13071;SST.2008.5.1.1.;Advanced and cost effective infrastructure construction, maintenance and monitoring;;en
13072;SST.2008.5.2.1.;Innovative product concepts;;en
13073;SST.2008.5.2.2.;Competitive transport operations;;en
13092;KBBE.2010.1.1-01;Genetic and genomic tools to increase the breeding efficiency in fruit trees - Call: FP7-KBBE-2010-4;;en
13093;KBBE.2010.1.1-02;Deepened and enlarged European cooperation in the area of Molecular Plant Sciences - ERA-NET - Call: FP7-ERANET-2010-RTD;;en
13094;KBBE.2010.1.1-03;Characterisation of biodiversity resources for wild crop relatives to improve crops by breeding - Call: FP7-KBBE-2010-4;;en
13095;KBBE.2010.1.2-01;Integrating mitigation and adaptation options for sustainable livestock production under climate change – SICA (Latin America, African Mediterranean Partner Countries, African ACP) - Call: FP7-KBBE-2010-4;;en
13096;KBBE.2010.1.2-02;Sustainable organic and low-input dairy production - Call: FP7-KBBE-2010-4;;en
13097;KBBE.2010.1.2-03;Sustainable water resources management (WRM) and Soil fertility conservation for food production in Africa - SICA (Africa);;en
13098;KBBE.2010.1.2-04;Improving European berries production, quality, neutraceutical and nutritional value (Strawberries, Currents, Blackberries, Blueberries and Raspberries) - Call: FP7-KBBE-2010-4;;en
13099;KBBE.2010.1.2-05;Integrated pest management in farming systems of major importance for Europe - Call: FP7-KBBE-2010-4;;en
13100;KBBE.2010.1.2-06;Deepened and enlarged cooperation between phytosanitary (statutory plant health) research programmes - ERA-NET - Call: FP7-ERANET-2010-RTD;;en
13101;KBBE.2010.1.2-07;Understanding of the basic mechanisms involved in coping strategies of fish towards improvement of welfare - Call: FP7-KBBE-2010-4;;en
13102;KBBE.2010.1.2-08;Improving European mollusc aquaculture: disease detection and management - Call: FP7-KBBE-2010-4;;en
13103;KBBE.2010.1.3-01;Development of vaccines and improvement of detection systems to control helminth parasite infections of livestock and reservoirs – SICA (Latin America and/or Asia and/or African Mediterranean Partner Countries and/or African ACP) - Call: FP7-KBBE-2010-4;;en
13104;KBBE.2010.1.3-02;Promoting coordination and cooperation at international level of research programmes in the area of animal health, in particular infectious diseases including zoonoses - Mandatory ICPC (Latin America and Asia) - Call: FP7-KBBE-2010-4;;en
13105;KBBE.2010.1.3-03;Development and integration of animal based welfare indicators in livestock species - Call: FP7-KBBE-2010-4;;en
13106;KBBE.2010.1.3-04;Improving integration in farm animal welfare research in an enlarged Europe - Call: FP7-KBBE-2010-4;;en
13107;KBBE.2010.1.4-01;Sharing best practice and enhancing European collaboration on research, knowledge transfer and innovation in farm animal sciences - Call: FP7-KBBE-2010-4;;en
